Source,Target,Weight,Type
PVPR , AVAL        ,2,electrical
PVPR , AVBR        ,1,electrical
PVPR , AVEL        ,1,electrical
PVPR , DD06        ,9,electrical
PVPR , VD12        ,35,electrical
PVPR , hyp         ,4,electrical
PVPR , HSNR        ,1,electrical
PVPR , VC01        ,1,electrical
PVPR , VC06        ,1,electrical
PVQL , ASJL        ,1,electrical
PVQL , ASKL        ,8,electrical
PVQL , PHAL        ,1,electrical
PVQL , PHBL        ,3,electrical
PVQL , ADAL        ,4,electrical
PVQL , AVFR        ,2,electrical
PVQL , AVG         ,1,electrical
PVQL , AVHR        ,3,electrical
PVQL , AVKR        ,2,electrical
PVQL , PVPL        ,8,electrical
PVQL , PVQR        ,46,electrical
PVQL , LUAL        ,1,electrical
PVQL , hyp         ,3,electrical
PVQR , ASER        ,1,electrical
PVQR , ASJR        ,5,electrical
PVQR , ASKR        ,25,electrical
PVQR , ADER        ,2,electrical
PVQR , PHBR        ,4,electrical
PVQR , ADAR        ,2,electrical
PVQR , AVFL        ,5,electrical
PVQR , AVFR        ,2,electrical
PVQR , AVHR        ,2,electrical
PVQR , DVC         ,7,electrical
PVQR , PVQL        ,46,electrical
PVQR , PVT         ,1,electrical
PVQR , PVWR        ,1,electrical
PVQR , PVCL        ,1,electrical
PVQR , DA07        ,1,electrical
PVQR , hyp         ,1,electrical
PVR , ALML        ,3,electrical
PVR , ALMR        ,3,electrical
PVR , AVM         ,4,electrical
PVR , PVM         ,1,electrical
PVR , PLMR        ,3,electrical
PVR , ALNR        ,16,electrical
PVR , BDUR        ,3,electrical
PVR , PDEL        ,8,electrical
PVR , PDER        ,9,electrical
PVR , PHAR        ,2,electrical
PVR , PHBR        ,1,electrical
PVR , DVA         ,15,electrical
PVR , PVNR        ,5,electrical
PVR , PVWR        ,2,electrical
PVR , PVCR        ,19,electrical
PVR , LUAL        ,6,electrical
PVR , LUAR        ,9,electrical
PVR , DA09        ,15,electrical
PVR , DB07        ,4,electrical
PVR , PDB         ,13,electrical
PVR , VD13        ,1,electrical
PVR , hyp         ,12,electrical
PVT , PHBR        ,1,electrical
PVT , AIBR        ,1,electrical
PVT , AVG         ,4,electrical
PVT , AVHR        ,2,electrical
PVT , AVJR        ,1,electrical
PVT , AVKL        ,5,electrical
PVT , AVKR        ,1,electrical
PVT , AVL         ,6,electrical
PVT , DVA         ,8,electrical
PVT , DVB         ,3,electrical
PVT , DVC         ,11,electrical
PVT , PVNL        ,2,electrical
PVT , PVNR        ,3,electrical
PVT , PVPL        ,14,electrical
PVT , PVPR        ,17,electrical
PVT , PVQR        ,1,electrical
PVT , PVWR        ,2,electrical
PVT , PVCR        ,4,electrical
PVT , AVAR        ,2,electrical
PVT , AVDL        ,1,electrical
PVT , LUAR        ,4,electrical
PVT , RMEV        ,1,electrical
PVT , URAVL       ,1,electrical
PVT , DD06        ,3,electrical
PVT , VD11        ,3,electrical
PVT , VD12        ,4,electrical
PVT , VD13        ,17,electrical
PVT , hyp         ,1,electrical
PVT , VC03        ,1,electrical
PVT , VC06        ,2,electrical
PVWL , PLNL        ,1,electrical
PVWL , PQR         ,2,electrical
PVWL , AVJL        ,3,electrical
PVWL , PVPR        ,1,electrical
PVWL , PVWR        ,2,electrical
PVWL , PVCL        ,4,electrical
PVWL , PVCR        ,10,electrical
PVWL , LUAR        ,3,electrical
PVWL , DA08        ,1,electrical
PVWL , VD12        ,6,electrical
PVWL , VD13        ,1,electrical
PVWL , hyp         ,6,electrical
PVWR , PHBR        ,1,electrical
PVWR , AVJL        ,5,electrical
PVWR , AVJR        ,1,electrical
PVWR , AVL         ,3,electrical
PVWR , PVNR        ,6,electrical
PVWR , PVQR        ,1,electrical
PVWR , PVR         ,2,electrical
PVWR , PVT         ,2,electrical
PVWR , PVWL        ,2,electrical
PVWR , PVCR        ,10,electrical
PVWR , AVAR        ,2,electrical
PVWR , AVDR        ,1,electrical
PVWR , LUAR        ,3,electrical
PVWR , VD13        ,2,electrical
PVWR , hyp         ,4,electrical
RID , ALA         ,4,electrical
RID , RID         ,5,electrical
RID , AVBL        ,2,electrical
RID , AVBR        ,7,electrical
RID , DB01        ,2,electrical
RID , DB03        ,1,electrical
PVCL , PLML        ,4,electrical
PVCL , PQR         ,2,electrical
PVCL , PDER        ,1,electrical
PVCL , PHBL        ,3,electrical
PVCL , AVFL        ,1,electrical
PVCL , AVJL        ,3,electrical
PVCL , AVJR        ,3,electrical
PVCL , DVA         ,3,electrical
PVCL , PVNL        ,2,electrical
PVCL , PVQR        ,1,electrical
PVCL , PVWL        ,4,electrical
PVCL , PVCR        ,67,electrical
PVCL , AVAL        ,5,electrical
PVCL , AVAR        ,10,electrical
PVCL , DA04        ,1,electrical
PVCL , DA07        ,1,electrical
PVCL , DA08        ,17,electrical
PVCL , DB07        ,8,electrical
PVCL , VA12        ,18,electrical
PVCL , VB10        ,2,electrical
PVCL , VB11        ,4,electrical
PVCL , VD13        ,1,electrical
PVCL , hyp         ,4,electrical
PVCR , PLMR        ,8,electrical
PVCR , PVDL        ,1,electrical
PVCR , PDEL        ,2,electrical
PVCR , PHAR        ,2,electrical
PVCR , PHCR        ,5,electrical
PVCR , AVJL        ,19,electrical
PVCR , AVJR        ,1,electrical
PVCR , DVA         ,1,electrical
PVCR , PVR         ,19,electrical
PVCR , PVT         ,4,electrical
PVCR , PVWL        ,10,electrical
PVCR , PVWR        ,10,electrical
PVCR , PVCL        ,67,electrical
PVCR , AVAL        ,15,electrical
PVCR , AVAR        ,22,electrical
PVCR , AVDR        ,2,electrical
PVCR , SIBVL       ,1,electrical
PVCR , DA07        ,3,electrical
PVCR , DA08        ,1,electrical
PVCR , DA09        ,3,electrical
PVCR , PDA         ,1,electrical
PVCR , DB07        ,2,electrical
PVCR , VA11        ,3,electrical
PVCR , VA12        ,8,electrical
PVCR , VB10        ,1,electrical
PVCR , VB11        ,2,electrical
PVCR , VD12        ,1,electrical
PVCR , hyp         ,3,electrical
AVAL , PVDR        ,6,electrical
AVAL , URYDL       ,2,electrical
AVAL , URYVR       ,2,electrical
AVAL , PHCL        ,1,electrical
AVAL , PHCR        ,3,electrical
AVAL , ALA         ,1,electrical
AVAL , AVJL        ,7,electrical
AVAL , AVJR        ,4,electrical
AVAL , PVNL        ,1,electrical
AVAL , PVPL        ,1,electrical
AVAL , PVPR        ,2,electrical
AVAL , PVCL        ,5,electrical
AVAL , PVCR        ,15,electrical
AVAL , AVAR        ,18,electrical
AVAL , AVDL        ,7,electrical
AVAL , AVDR        ,9,electrical
AVAL , AVEL        ,2,electrical
AVAL , LUAL        ,2,electrical
AVAL , LUAR        ,2,electrical
AVAL , RIMR        ,11,electrical
AVAL , SABD        ,7,electrical
AVAL , SABVR       ,8,electrical
AVAL , DA01        ,2,electrical
AVAL , DA02        ,7,electrical
AVAL , DA03        ,6,electrical
AVAL , DA04        ,2,electrical
AVAL , DA05        ,2,electrical
AVAL , DA06        ,4,electrical
AVAL , DA07        ,10,electrical
AVAL , DA08        ,8,electrical
AVAL , DA09        ,1,electrical
AVAL , AS10        ,5,electrical
AVAL , VA01        ,5,electrical
AVAL , VA02        ,13,electrical
AVAL , VA03        ,6,electrical
AVAL , VA04        ,6,electrical
AVAL , VA05        ,4,electrical
AVAL , VA06        ,13,electrical
AVAL , VA07        ,2,electrical
AVAL , VA08        ,2,electrical
AVAL , VA09        ,5,electrical
AVAL , VA10        ,6,electrical
AVAL , VA11        ,2,electrical
AVAL , VB11        ,2,electrical
AVAL , hyp         ,3,electrical
AVAR , ASHR        ,2,electrical
AVAR , PVDL        ,4,electrical
AVAR , URYDR       ,5,electrical
AVAR , PHBL        ,1,electrical
AVAR , PHCR        ,1,electrical
AVAR , AVJR        ,3,electrical
AVAR , PVT         ,2,electrical
AVAR , PVWR        ,2,electrical
AVAR , PVCL        ,10,electrical
AVAR , PVCR        ,22,electrical
AVAR , AVAL        ,18,electrical
AVAR , AVBL        ,3,electrical
AVAR , AVDL        ,2,electrical
AVAR , AVDR        ,15,electrical
AVAR , AVER        ,2,electrical
AVAR , LUAR        ,4,electrical
AVAR , RIML        ,8,electrical
AVAR , RIMR        ,2,electrical
AVAR , RMDR        ,2,electrical
AVAR , RMDVR       ,1,electrical
AVAR , SAAVR       ,1,electrical
AVAR , SABVL       ,15,electrical
AVAR , SABVR       ,2,electrical
AVAR , DA01        ,9,electrical
AVAR , DA02        ,3,electrical
AVAR , DA03        ,7,electrical
AVAR , DA04        ,2,electrical
AVAR , DA05        ,5,electrical
AVAR , DA06        ,4,electrical
AVAR , DA08        ,5,electrical
AVAR , DA09        ,4,electrical
AVAR , AS03        ,1,electrical
AVAR , AS05        ,3,electrical
AVAR , AS06        ,2,electrical
AVAR , AS10        ,2,electrical
AVAR , AS11        ,3,electrical
AVAR , VA01        ,7,electrical
AVAR , VA03        ,3,electrical
AVAR , VA04        ,3,electrical
AVAR , VA05        ,5,electrical
AVAR , VA07        ,5,electrical
AVAR , VA08        ,2,electrical
AVAR , VA09        ,4,electrical
AVAR , VA10        ,4,electrical
AVAR , VA11        ,16,electrical
AVAR , VA12        ,3,electrical
AVAR , VD11        ,1,electrical
AVAR , hyp         ,4,electrical
AVBL , SDQR        ,1,electrical
AVBL , AQR         ,3,electrical
AVBL , RIBL        ,6,electrical
AVBL , RIBR        ,2,electrical
AVBL , DVA         ,11,electrical
AVBL , PVNR        ,5,electrical
AVBL , RID         ,2,electrical
AVBL , AVAR        ,3,electrical
AVBL , AVBR        ,17,electrical
AVBL , SIBVL       ,2,electrical
AVBL , DB02        ,4,electrical
AVBL , DB03        ,9,electrical
AVBL , DB04        ,4,electrical
AVBL , DB05        ,3,electrical
AVBL , DB06        ,4,electrical
AVBL , DB07        ,13,electrical
AVBL , AS06        ,1,electrical
AVBL , AS10        ,1,electrical
AVBL , VA11        ,1,electrical
AVBL , VB01        ,1,electrical
AVBL , VB02        ,14,electrical
AVBL , VB04        ,3,electrical
AVBL , VB05        ,3,electrical
AVBL , VB06        ,3,electrical
AVBL , VB07        ,4,electrical
AVBL , VB08        ,4,electrical
AVBL , VB09        ,3,electrical
AVBL , VB10        ,4,electrical
AVBL , VB11        ,5,electrical
AVBR , RIBL        ,3,electrical
AVBR , RIBR        ,3,electrical
AVBR , AVJR        ,3,electrical
AVBR , DVA         ,3,electrical
AVBR , PVNL        ,7,electrical
AVBR , PVNR        ,2,electrical
AVBR , PVPR        ,1,electrical
AVBR , RID         ,7,electrical
AVBR , AVBL        ,17,electrical
AVBR , SIBDL       ,2,electrical
AVBR , DB01        ,15,electrical
AVBR , DB02        ,3,electrical
AVBR , DB03        ,2,electrical
AVBR , DB04        ,5,electrical
AVBR , DB05        ,4,electrical
AVBR , DB06        ,3,electrical
AVBR , DB07        ,3,electrical
AVBR , AS05        ,2,electrical
AVBR , AS06        ,1,electrical
AVBR , VA11        ,3,electrical
AVBR , VB02        ,6,electrical
AVBR , VB03        ,7,electrical
AVBR , VB04        ,5,electrical
AVBR , VB05        ,3,electrical
AVBR , VB06        ,4,electrical
AVBR , VB07        ,3,electrical
AVBR , VB08        ,3,electrical
AVBR , VB09        ,4,electrical
AVBR , VB10        ,3,electrical
AVBR , VB11        ,6,electrical
AVBR , hyp         ,5,electrical
AVDL , AVM         ,8,electrical
AVDL , FLPL        ,5,electrical
AVDL , FLPR        ,9,electrical
AVDL , PQR         ,2,electrical
AVDL , ADAR        ,3,electrical
AVDL , RIFL        ,1,electrical
AVDL , AVHL        ,2,electrical
AVDL , AVJR        ,1,electrical
AVDL , PVNR        ,1,electrical
AVDL , PVT         ,1,electrical
AVDL , AVAL        ,7,electrical
AVDL , AVAR        ,2,electrical
AVDL , AVDR        ,6,electrical
AVDL , VA10        ,1,electrical
AVDL , hyp         ,3,electrical
AVDR , ADLL        ,2,electrical
AVDR , ALMR        ,2,electrical
AVDR , FLPR        ,2,electrical
AVDR , PQR         ,3,electrical
AVDR , ADAL        ,2,electrical
AVDR , AVJL        ,6,electrical
AVDR , PVNL        ,1,electrical
AVDR , PVNR        ,1,electrical
AVDR , PVWR        ,1,electrical
AVDR , PVCR        ,2,electrical
AVDR , AVAL        ,9,electrical
AVDR , AVAR        ,15,electrical
AVDR , AVDL        ,6,electrical
AVDR , SIADL       ,1,electrical
AVEL , AFDL        ,1,electrical
AVEL , BAGR        ,1,electrical
AVEL , RIS         ,3,electrical
AVEL , RMGL        ,2,electrical
AVEL , AVL         ,1,electrical
AVEL , PVPR        ,1,electrical
AVEL , AVAL        ,2,electrical
AVEL , AVER        ,5,electrical
AVEL , RIML        ,10,electrical
AVEL , RIMR        ,7,electrical
AVEL , RMDVR       ,2,electrical
AVEL , RMEV        ,1,electrical
AVEL , SMDVR       ,1,electrical
AVEL , AS01        ,2,electrical
AVER , ASHR        ,1,electrical
AVER , ALA         ,3,electrical
AVER , RIFL        ,1,electrical
AVER , AVKR        ,1,electrical
AVER , AVAR        ,2,electrical
AVER , AVEL        ,5,electrical
AVER , RIML        ,9,electrical
AVER , RIMR        ,11,electrical
AVER , RMDDL       ,2,electrical
AVER , RMDR        ,5,electrical
AVER , RMDVL       ,1,electrical
AVER , RMDVR       ,7,electrical
AVER , RMEV        ,1,electrical
AVER , SMDDR       ,1,electrical
AVER , DA01        ,1,electrical
AVER , AS01        ,1,electrical
LUAL , PLML        ,8,electrical
LUAL , AVHL        ,1,electrical
LUAL , AVJL        ,5,electrical
LUAL , PVNL        ,3,electrical
LUAL , PVQL        ,1,electrical
LUAL , PVR         ,6,electrical
LUAL , AVAL        ,2,electrical
LUAR , PLMR        ,9,electrical
LUAR , PHCR        ,1,electrical
LUAR , AVJL        ,1,electrical
LUAR , AVJR        ,1,electrical
LUAR , PVNR        ,2,electrical
LUAR , PVR         ,9,electrical
LUAR , PVT         ,4,electrical
LUAR , PVWL        ,3,electrical
LUAR , PVWR        ,3,electrical
LUAR , AVAL        ,2,electrical
LUAR , AVAR        ,4,electrical
LUAR , hyp         ,7,electrical
RIML , AIBR        ,2,electrical
RIML , AIYL        ,5,electrical
RIML , RIS         ,2,electrical
RIML , RMFL        ,3,electrical
RIML , AVAR        ,8,electrical
RIML , AVEL        ,10,electrical
RIML , AVER        ,9,electrical
RIML , RMDL        ,1,electrical
RIML , SIADL       ,1,electrical
RIMR , AIBL        ,1,electrical
RIMR , AIYR        ,3,electrical
RIMR , RIS         ,2,electrical
RIMR , AVKR        ,1,electrical
RIMR , AVAL        ,11,electrical
RIMR , AVAR        ,2,electrical
RIMR , AVEL        ,7,electrical
RIMR , AVER        ,11,electrical
RIMR , SIADR       ,1,electrical
RMDDL , IL1VL       ,1,electrical
RMDDL , OLQVL       ,3,electrical
RMDDL , RIAR        ,1,electrical
RMDDL , AVER        ,2,electrical
RMDDL , RMDL        ,1,electrical
RMDDL , RMDVL       ,2,electrical
RMDDL , SIBDR       ,1,electrical
RMDDL , SMDDL       ,3,electrical
RMDDR , ALML        ,2,electrical
RMDDR , RIAR        ,1,electrical
RMDDR , RMGL        ,1,electrical
RMDDR , RMDL        ,1,electrical
RMDDR , RMDVR       ,5,electrical
RMDDR , SAADR       ,1,electrical
RMDDR , SIADL       ,1,electrical
RMDDR , SMDDR       ,1,electrical
RMDL , IL2L        ,2,electrical
RMDL , RIML        ,1,electrical
RMDL , RMDDL       ,1,electrical
RMDL , RMDDR       ,1,electrical
RMDL , RMDVL       ,1,electrical
RMDL , RMER        ,1,electrical
RMDL , SIAVR       ,1,electrical
RMDL , SIBVL       ,2,electrical
RMDL , SMDDL       ,2,electrical
RMDR , RIS         ,1,electrical
RMDR , AVAR        ,2,electrical
RMDR , AVER        ,5,electrical
RMDR , RMDVR       ,1,electrical
RMDVL , OLQDL       ,1,electrical
RMDVL , OLQVR       ,2,electrical
RMDVL , AUAL        ,2,electrical
RMDVL , AVER        ,1,electrical
RMDVL , RMDDL       ,2,electrical
RMDVL , RMDL        ,1,electrical
RMDVL , SAAVL       ,3,electrical
RMDVL , SIAVR       ,1,electrical
RMDVR , AFDR        ,1,electrical
RMDVR , IL1DR       ,1,electrical
RMDVR , OLQDR       ,1,electrical
RMDVR , AVAR        ,1,electrical
RMDVR , AVEL        ,2,electrical
RMDVR , AVER        ,7,electrical
RMDVR , RMDDR       ,5,electrical
RMDVR , RMDR        ,1,electrical
RMDVR , SAADL       ,1,electrical
RMDVR , SAAVR       ,9,electrical
RMDVR , SIAVL       ,1,electrical
RMDVR , SMDVR       ,8,electrical
RMED , IL1VL       ,3,electrical
RMED , IL2DR       ,1,electrical
RMED , AIBL        ,2,electrical
RMED , RIPL        ,2,electrical
RMED , RIPR        ,4,electrical
RMED , RMEV        ,6,electrical
RMEL , RIGL        ,2,electrical
RMEL , RMEV        ,4,electrical
RMER , IL1L        ,1,electrical
RMER , IL2L        ,2,electrical
RMER , RMDL        ,1,electrical
RMER , RMEV        ,1,electrical
RMEV , IL1DL       ,1,electrical
RMEV , IL1DR       ,4,electrical
RMEV , RIBL        ,2,electrical
RMEV , RIS         ,1,electrical
RMEV , PVT         ,1,electrical
RMEV , AVEL        ,1,electrical
RMEV , AVER        ,1,electrical
RMEV , RMED        ,6,electrical
RMEV , RMEL        ,4,electrical
RMEV , RMER        ,1,electrical
RMEV , SMDVL       ,1,electrical
RMHL , RMGL        ,6,electrical
RMHL , RMGR        ,1,electrical
RMHL , SIBVR       ,3,electrical
RMHL , SMDDL       ,1,electrical
RMHR , RICR        ,1,electrical
RMHR , RMGR        ,4,electrical
RIVL , ASGL        ,2,electrical
RIVL , ASJL        ,1,electrical
RIVL , SDQR        ,5,electrical
RIVL , RIVR        ,28,electrical
RIVL , SAADR       ,2,electrical
RIVL , SIBVR       ,1,electrical
RIVL , SMDVL       ,2,electrical
RIVR , SDQR        ,3,electrical
RIVR , AIBR        ,3,electrical
RIVR , RIVL        ,28,electrical
RIVR , SAADL       ,1,electrical
RIVR , SMDVR       ,8,electrical
URADL , IL2DL       ,1,electrical
URADR , IL2DR       ,1,electrical
URADR , URYDR       ,1,electrical
URAVL , IL2L        ,1,electrical
URAVL , IL2VL       ,3,electrical
URAVL , CEPVL       ,3,electrical
URAVL , RIPL        ,1,electrical
URAVL , PVT         ,1,electrical
URAVR , IL1VR       ,4,electrical
SAADL , SDQR        ,1,electrical
SAADL , RMDVR       ,1,electrical
SAADL , RIVR        ,1,electrical
SAADL , SMBDL       ,3,electrical
SAADR , RMFL        ,1,electrical
SAADR , RMDDR       ,1,electrical
SAADR , RIVL        ,2,electrical
SAAVL , RMDVL       ,3,electrical
SAAVL , SAAVR       ,1,electrical
SAAVL , SABD        ,3,electrical
SAAVL , SMBDR       ,2,electrical
SAAVL , SMBVR       ,17,electrical
SAAVL , SMDVL       ,8,electrical
SAAVR , RIAR        ,1,electrical
SAAVR , RMFL        ,1,electrical
SAAVR , DVA         ,1,electrical
SAAVR , AVAR        ,1,electrical
SAAVR , RMDVR       ,9,electrical
SAAVR , SAAVL       ,1,electrical
SAAVR , SMBDL       ,1,electrical
SAAVR , SMBVL       ,16,electrical
SAAVR , SMDDL       ,4,electrical
SABD , AVAL        ,7,electrical
SABD , SAAVL       ,3,electrical
SABD , VA02        ,12,electrical
SABD , VA03        ,2,electrical
SABVL , AVAR        ,15,electrical
SABVR , AVAL        ,8,electrical
SABVR , AVAR        ,2,electrical
SABVR , DD01        ,1,electrical
SIADL , RIBL        ,2,electrical
SIADL , AVDR        ,1,electrical
SIADL , RIML        ,1,electrical
SIADL , RMDDR       ,1,electrical
SIADL , SIBVR       ,1,electrical
SIADL , SMBDL       ,2,electrical
SIADR , FLPL        ,1,electrical
SIADR , SDQL        ,1,electrical
SIADR , AIBL        ,1,electrical
SIADR , RIBR        ,3,electrical
SIADR , DVA         ,1,electrical
SIADR , RIMR        ,1,electrical
SIADR , SMBDR       ,3,electrical
SIADR , SMDDR       ,1,electrical
SIAVL , AIBR        ,1,electrical
SIAVL , RIAR        ,1,electrical
SIAVL , RIBL        ,1,electrical
SIAVL , AVHR        ,1,electrical
SIAVL , RMDVR       ,1,electrical
SIAVL , SIBDL       ,2,electrical
SIAVL , SIBVL       ,2,electrical
SIAVR , SDQR        ,1,electrical
SIAVR , RIAR        ,1,electrical
SIAVR , RIBR        ,2,electrical
SIAVR , DVA         ,1,electrical
SIAVR , RMDL        ,1,electrical
SIAVR , RMDVL       ,1,electrical
SIBDL , SDQR        ,2,electrical
SIBDL , RIBL        ,5,electrical
SIBDL , AVBR        ,2,electrical
SIBDL , SIAVL       ,2,electrical
SIBDL , SIBVL       ,8,electrical
SIBDR , RIBR        ,2,electrical
SIBDR , RMDDL       ,1,electrical
SIBDR , SIBVL       ,3,electrical
SIBDR , SIBVR       ,10,electrical
SIBDR , SMBDL       ,4,electrical
SIBVL , AIZR        ,1,electrical
SIBVL , RIBL        ,1,electrical
SIBVL , PVCR        ,1,electrical
SIBVL , AVBL        ,2,electrical
SIBVL , RMDL        ,2,electrical
SIBVL , SIAVL       ,2,electrical
SIBVL , SIBDL       ,8,electrical
SIBVL , SIBDR       ,3,electrical
SIBVL , SIBVR       ,1,electrical
SIBVL , SMBDL       ,1,electrical
SIBVL , SMBVL       ,2,electrical
SIBVL , SMDDL       ,3,electrical
SIBVL , SMDVL       ,1,electrical
SIBVR , AIML        ,1,electrical
SIBVR , RIBL        ,2,electrical
SIBVR , RIBR        ,6,electrical
SIBVR , RMHL        ,3,electrical
SIBVR , RIVL        ,1,electrical
SIBVR , SIADL       ,1,electrical
SIBVR , SIBDR       ,10,electrical
SIBVR , SIBVL       ,1,electrical
SIBVR , SMBDL       ,1,electrical
SMBDL , AVKL        ,2,electrical
SMBDL , AVKR        ,1,electrical
SMBDL , SAADL       ,3,electrical
SMBDL , SAAVR       ,1,electrical
SMBDL , SIADL       ,2,electrical
SMBDL , SIBDR       ,4,electrical
SMBDL , SIBVL       ,1,electrical
SMBDL , SIBVR       ,1,electrical
SMBDR , ALML        ,1,electrical
SMBDR , ALNL        ,3,electrical
SMBDR , RIBR        ,2,electrical
SMBDR , AVKL        ,2,electrical
SMBDR , AVKR        ,9,electrical
SMBDR , SAAVL       ,2,electrical
SMBDR , SIADR       ,3,electrical
SMBDR , SMBVR       ,2,electrical
SMBDR , SMDDR       ,1,electrical
SMBVL , AVKL        ,6,electrical
SMBVL , SAAVR       ,16,electrical
SMBVL , SIBVL       ,2,electrical
SMBVR , ADFR        ,1,electrical
SMBVR , AIMR        ,1,electrical
SMBVR , RMGR        ,3,electrical
SMBVR , URBR        ,1,electrical
SMBVR , AVKL        ,2,electrical
SMBVR , AVKR        ,6,electrical
SMBVR , SAAVL       ,17,electrical
SMBVR , SMBDR       ,2,electrical
SMDDL , ALNR        ,1,electrical
SMDDL , AIBR        ,2,electrical
SMDDL , RIAR        ,1,electrical
SMDDL , RIBL        ,3,electrical
SMDDL , RIBR        ,4,electrical
SMDDL , RIS         ,2,electrical
SMDDL , RMDDL       ,3,electrical
SMDDL , RMDL        ,2,electrical
SMDDL , RMHL        ,1,electrical
SMDDL , SAAVR       ,4,electrical
SMDDL , SIBVL       ,3,electrical
SMDDR , ALNL        ,2,electrical
SMDDR , AIBL        ,1,electrical
SMDDR , RIBR        ,2,electrical
SMDDR , RIS         ,5,electrical
SMDDR , AVER        ,1,electrical
SMDDR , RMDDR       ,1,electrical
SMDDR , SIADR       ,1,electrical
SMDDR , SMBDR       ,1,electrical
SMDDR , SMDVL       ,1,electrical
SMDDR , VD01        ,5,electrical
SMDVL , ALNL        ,1,electrical
SMDVL , RIAL        ,4,electrical
SMDVL , RIS         ,2,electrical
SMDVL , RMEV        ,1,electrical
SMDVL , RIVL        ,2,electrical
SMDVL , SAAVL       ,8,electrical
SMDVL , SIBVL       ,1,electrical
SMDVL , SMDDR       ,1,electrical
SMDVR , ADFR        ,2,electrical
SMDVR , RIAR        ,1,electrical
SMDVR , AVEL        ,1,electrical
SMDVR , RMDVR       ,8,electrical
SMDVR , RIVR        ,8,electrical
DA01 , FLPR        ,5,electrical
DA01 , AVAL        ,2,electrical
DA01 , AVAR        ,9,electrical
DA01 , AVER        ,1,electrical
DA01 , DA02        ,1,electrical
DA02 , FLPR        ,6,electrical
DA02 , AVAL        ,7,electrical
DA02 , AVAR        ,3,electrical
DA02 , DA01        ,1,electrical
DA02 , DA05        ,1,electrical
DA02 , AS02        ,2,electrical
DA02 , AS04        ,1,electrical
DA02 , VA01        ,9,electrical
DA02 , VA06        ,3,electrical
DA03 , FLPR        ,16,electrical
DA03 , AVAL        ,6,electrical
DA03 , AVAR        ,7,electrical
DA03 , DA04        ,1,electrical
DA03 , DA05        ,1,electrical
DA03 , AS04        ,4,electrical
DA03 , VA02        ,1,electrical
DA03 , VA06        ,1,electrical
DA04 , PVCL        ,1,electrical
DA04 , AVAL        ,2,electrical
DA04 , AVAR        ,2,electrical
DA04 , DA03        ,1,electrical
DA04 , VA03        ,1,electrical
DA05 , AVAL        ,2,electrical
DA05 , AVAR        ,5,electrical
DA05 , DA02        ,1,electrical
DA05 , DA03        ,1,electrical
DA05 , AS06        ,5,electrical
DA06 , AVAL        ,4,electrical
DA06 , AVAR        ,4,electrical
DA07 , PVQR        ,1,electrical
DA07 , PVCL        ,1,electrical
DA07 , PVCR        ,3,electrical
DA07 , AVAL        ,10,electrical
DA07 , DA08        ,1,electrical
DA07 , AS10        ,1,electrical
DA07 , VD11        ,2,electrical
DA08 , PHCL        ,2,electrical
DA08 , AVHR        ,5,electrical
DA08 , DVB         ,5,electrical
DA08 , PVWL        ,1,electrical
DA08 , PVCL        ,17,electrical
DA08 , PVCR        ,1,electrical
DA08 , AVAL        ,8,electrical
DA08 , AVAR        ,5,electrical
DA08 , DA07        ,1,electrical
DA08 , DA09        ,15,electrical
DA08 , PDA         ,1,electrical
DA08 , AS11        ,1,electrical
DA08 , DD06        ,2,electrical
DA08 , VA10        ,2,electrical
DA08 , VA12        ,6,electrical
DA08 , hyp         ,1,electrical
DA09 , PHCR        ,7,electrical
DA09 , AVL         ,4,electrical
DA09 , DVA         ,3,electrical
DA09 , PVR         ,15,electrical
DA09 , PVCR        ,3,electrical
DA09 , AVAL        ,1,electrical
DA09 , AVAR        ,4,electrical
DA09 , DA08        ,15,electrical
DA09 , PDA         ,9,electrical
DA09 , AS10        ,1,electrical
DA09 , VA10        ,1,electrical
DA09 , VA11        ,3,electrical
DA09 , VA12        ,1,electrical
DA09 , VB11        ,1,electrical
DA09 , VD13        ,2,electrical
DA09 , hyp         ,1,electrical
PDA , AVL         ,3,electrical
PDA , DVA         ,1,electrical
PDA , PVCR        ,1,electrical
PDA , DA08        ,1,electrical
PDA , DA09        ,9,electrical
PDA , PDB         ,5,electrical
PDA , DD06        ,1,electrical
PDA , hyp         ,2,electrical
DB01 , DVA         ,3,electrical
DB01 , RID         ,2,electrical
DB01 , AVBR        ,15,electrical
DB01 , DB02        ,5,electrical
DB01 , VB03        ,5,electrical
DB02 , AVBL        ,4,electrical
DB02 , AVBR        ,3,electrical
DB02 , DB01        ,5,electrical
DB02 , DB03        ,14,electrical
DB02 , VB04        ,1,electrical
DB03 , RID         ,1,electrical
DB03 , AVBL        ,9,electrical
DB03 , AVBR        ,2,electrical
DB03 , DB02        ,14,electrical
DB03 , DB04        ,1,electrical
DB03 , DD03        ,1,electrical
DB03 , VB06        ,1,electrical
DB04 , AVBL        ,4,electrical
DB04 , AVBR        ,5,electrical
DB04 , DB03        ,1,electrical
DB04 , DB05        ,5,electrical
DB04 , DD03        ,1,electrical
DB05 , AVBL        ,3,electrical
DB05 , AVBR        ,4,electrical
DB05 , DB04        ,5,electrical
DB05 , DB06        ,5,electrical
DB06 , DVA         ,2,electrical
DB06 , AVBL        ,3,electrical
DB06 , AVBR        ,4,electrical
DB06 , DB05        ,5,electrical
DB06 , DB07        ,5,electrical
